"","D102300","D103780","D104130","D104300","D104310","D106100","D107320","D107650","D109100","D109350","D109543","D109800","D114480","D114500","D114550","D115645","D125320","D125850","D125851","D125852","D125853","D126200","D127350","D127750","D131200","D131440","D132090","D132300","D133239","D134430","D134500","D134510","D134520","D137215","D137750","D137760","D137800","D140300","D140600","D143100","D143465","D144700","D145500","D146500","D151400","D152700","D153800","D155600","D155601","D157300","D157700","D160750","D161400","D164230","D165199","D165720","D166710","D166760","D168600","D168601","D170900","D175505","D176807","D181000","D181500","D182830","D184700","D187360","D188470","D190300","D190310","D191390","D192000","D193200","D203700","D205700","D208085","D208550","D209850","D210050","D211980","D219700","D222100","D223350","D226150","D227300","D234700","D236000","D241100","D246300","D247640","D254200","D254500","D256370","D256700","D260480","D260970","D264700","D266120","D266600","D267740","D273300","D275000","D300125","D303110","D312910","D600081","D600319","D600496","D600634","D600803","D600807","D601208","D601318","D601367","D601518","D601626","D601665","D601666","D601682","D601744","D601941","D601942","D602080","D602096","D602134","D602404","D602439","D603165","D603266","D603388","D604416","D604827","D605055","D605218","D605480","D605526","D605804","D605805","D605839","D605841","D605844","D606889","D607060","D607154","D607202","D607373","D607498","D607499","D607501","D607508","D607516","D607554","D607682","D607688","D607822","D607850","D608049","D608088","D608232","D608320","D608437","D608583","D608895","D608907"
"D606889",0.18766,0.15947,0.1581,0.39266,0.66746,0.047556,0.15284,0.22721,0.057981,0,0,0.047428,0.1157,0.028642,0.10112,0.068124,0.37463,0,0,0.067923,0.057186,0.11647,0,0.48434,0.031372,0,0.21261,0.14574,0.022732,0.07972,0.04188,0.13673,0.033388,0.034696,0.068494,0.093589,0.1833,0.12488,0,0.20211,0.060755,0.10363,0.1436,0.23829,0.018142,0.14798,0.15686,0.01455,0,0.19743,0.094024,0.10075,0.11423,0.23525,0.066265,0.11422,0,0,0.2733,0.36751,0.051901,0.023335,0.059442,0.085264,0.37794,0.22187,0.088592,0.10849,0.034945,0.29208,0.14036,0.065272,0,0.050524,0.2968,0,0.06245,0.026111,0.17441,0.19272,0,0.13657,0.029613,0,0,0.036608,0.039609,0.042947,0,0.024913,0,0.04112,0.067685,0,0.16716,0.03329,0.18439,0.077902,0.030487,0.090687,0.14898,0.11046,0.069413,0.23389,0.051468,0.15295,0,0,0,0,0.0311,0.034393,0,0,0.22941,0,0,0.11649,0,0,0.070884,0,0,0.0913,0.41051,0.12585,0.19295,0.073993,0,0,0.029613,0,0.11682,0.62315,0.05282,0.16707,0.42623,0,0,0,0.048989,0,1,0.20553,0,0.063462,0.15198,0.20467,0.040663,0.21173,0.21874,0.204,0.22522,0.20359,0.19596,0.524,0.031069,0.13495,0.15775,0.060016,0.092449,0,0.24755,0,0.5285
"D607060",0.24425,0.066021,0.11498,0.21241,0.34253,0,0.075549,0.11459,0.014818,0,0,0.056901,0.11137,0.03698,0.13152,0,0.31268,0,0,0,0.101,0.081181,0.10488,0.33338,0,0,0.27199,0.18644,0,0,0,0,0.065687,0,0.05843,0.0478,0.13685,0.11168,0.16676,0.20119,0.079807,0.074722,0.12305,0.25254,0,0.12753,0.042148,0.099225,0.093274,0.11234,0.10495,0.08039,0.087152,0.34614,0.084794,0.22976,0.083852,0,0.3693,0.35779,0,0,0.15498,0.036347,0.30115,0.17668,0.056924,0.14137,0.07396,0.47915,0.32879,0.06259,0,0.064653,0.0891,0,0,0.067359,0.10584,0.10547,0,0.10797,0.078011,0,0,0,0.025343,0.08579,0,0,0,0.079225,0.021651,0,0.12177,0.021263,0.11861,0.12064,0,0.068141,0.19058,0.087051,0.044415,0.14952,0.065861,0.22692,0,0,0,0,0,0.044445,0,0,0.16869,0,0,0.089231,0,0,0,0,0,0.058871,0.28307,0.35668,0.76452,0.16856,0.069291,0,0,0.088658,0.11172,0.17972,0,0.21373,0.21249,0,0,0,0.062691,0,0.20553,1,0,0.081208,0.13792,0.13081,0,0.13582,0.13987,0.13044,0.14397,0.20822,0.75516,0.12708,0.13428,0.12237,0.18107,0.077165,0,0,0.15823,0,0.25696
"D607154",0,0.087526,0.050381,0.071614,0,0.19222,0.11928,0.10378,0.19488,0,0,0.049408,0.11387,0.096744,0.13484,0.025462,0,0.12549,0.12231,0.10197,0.15354,0.085285,0,0,0.035123,0.057763,0,0,0.088108,0.048031,0.15655,0.038164,0.02828,0.10895,0.07685,0.1265,0.10266,0.16021,0,0.080862,0,0.11435,0.11079,0.11254,0.14417,0.14461,0.096004,0.1325,0,0.049198,0.088483,0.17837,0.076191,0.037609,0.037183,0,0.15705,0.11047,0.019001,0.020227,0.029288,0.025976,0.13361,0.1154,0.10421,0,0.12114,0.10498,0.13742,0.02169,0,0.11328,0,0.11361,0.077879,0.048505,0.04055,0.49193,0.099418,0.071019,0.1738,0.21944,0.11987,0.092862,0,0.14657,0.15871,0.072707,0.078975,0.056164,0.05208,0.18763,0.095297,0.024986,0.092067,0.093584,0,0.10665,0.13588,0.24245,0,0.093302,0.1191,0.032779,0.057754,0.047259,0.16718,0.048587,0.14773,0.038789,0.14366,0.31085,0.05531,0.15539,0.0847,0,0.085238,0.026072,0.055452,0,0.17818,0.19999,0.055069,0.10609,0.069539,0,0,0.11111,0.54805,0.055069,0.13547,0.083569,0,0,0.11341,0.094033,0.14028,0.74957,0.70695,0,0,0.74955,0,0,1,0.14138,0.15946,0.028654,0,0.029546,0.12387,0.028575,0.042073,0,0,0,0,0.12616,0.075825,0.10267,0.048196,0.11296,0,0,0
"D607202",0.071091,0.22684,0.15947,0.12615,0.037888,0.12651,0.10708,0.10583,0.17466,0.12258,0,0,0.16014,0.1212,0.18818,0.10714,0.0593,0.095379,0.084553,0.20271,0.21407,0.17328,0,0.046142,0,0,0.12641,0.086664,0.17055,0,0.05483,0,0,0.21893,0.10805,0.088394,0.072048,0.22639,0,0.095514,0,0.08619,0.07395,0.17786,0.090191,0.090065,0.077987,0.085565,0,0.052322,0.093202,0.14867,0.11821,0.079808,0.07888,0.067991,0.089962,0.077151,0.081516,0.042952,0.12249,0.19853,0.06988,0.19224,0.090225,0.082068,0.10391,0.13063,0,0.091602,0.20633,0.23661,0,0.21269,0.1002,0.10656,0.10726,0.092038,0.13491,0.09834,0.07199,0.18617,0.20206,0.032559,0.1164,0.054688,0.11915,0.086693,0.055186,0,0.027438,0.12397,0.17074,0,0.1104,0.17863,0.072231,0.10732,0,0.25623,0.088806,0.015939,0.19807,0.069535,0.091652,0.099855,0.080002,0.20807,0.15373,0,0.073075,0.12973,0.23697,0.18923,0.14069,0,0.029783,0.17011,0.23745,0,0.1065,0.20871,0.23615,0.036169,0.036286,0.074682,0.055736,0.087834,0.12928,0.23615,0.21668,0.10639,0.15682,0.066157,0.16264,0.25279,0.048777,0.17195,0.16902,0,0.057646,0.17295,0.063462,0.081208,0.14138,1,0.15259,0.060786,0,0.063657,0.065026,0.060654,0.044118,0.096804,0.05754,0.039288,0,0.090453,0.16209,0.14344,0.10388,0.1622,0.04849,0,0.05884
"D607373",0.12822,0.25855,0.26745,0.25268,0.13072,0.14702,0.1122,0.25554,0.096963,0.12087,0.065838,0.05741,0.13102,0.099079,0.22775,0.15895,0.16728,0.19534,0.14812,0.15298,0.1359,0.20309,0.021229,0.13036,0.025308,0.063579,0.33219,0.21075,0.13267,0.034543,0.11463,0.055045,0.040731,0.12066,0.15679,0.19059,0.23735,0.20536,0,0.28057,0.057528,0.14814,0.14433,0.26836,0.07625,0.17248,0.19739,0.15271,0.033068,0.14711,0.10063,0.13032,0.21568,0.25195,0.20358,0.046219,0.1037,0.080284,0.1341,0.10612,0.041916,0.074795,0.13077,0.20948,0.31346,0.24068,0.13108,0.15755,0.13359,0.17318,0.14112,0.16516,0,0.10214,0.20735,0,0.10659,0.12845,0.64599,0.17157,0.11659,0.21735,0.14276,0.06823,0.053273,0.10732,0.08789,0.053714,0.037995,0.062316,0.041413,0.14118,0.11098,0.035968,0.18911,0.11713,0.10754,0.18363,0.099487,0.19714,0.37864,0.1564,0.1815,0.17278,0.21996,0.37927,0.18709,0.069481,0.18508,0.057139,0.13763,0.11948,0.079081,0.10356,0.24622,0.03294,0.062619,0.15537,0.0793,0.16855,0.081583,0.18119,0.078709,0.17317,0.2084,0.076091,0.15563,0.16729,0.16024,0.078709,0.049676,0.036489,0.16988,0.22282,0,0.24116,0.2372,0.02939,0.028172,0.028044,0.039552,0.029518,0.15198,0.13792,0.15946,0.15259,1,0.17538,0.075247,0.15712,0.2535,0.19412,0.12105,0.30698,0.15806,0.14554,0,0.76979,0.21443,0.1422,0.069386,0,0.09979,0.12184,0.16189
"D607498",0.14552,0.12553,0.15719,0.12431,0.12382,0.13342,0.1583,0.15846,0.078762,0,0,0,0.11104,0,0.066525,0.06524,0.14516,0,0,0.088513,0.074476,0.098482,0,0.13172,0,0,0.31658,0.18317,0,0,0,0,0,0,0.13189,0.10792,0.10489,0.083571,0,0.088118,0.062109,0.041689,0.090395,0.12904,0,0.10732,0.1268,0.063464,0,0.76944,0.088376,0.060173,0.088326,0.22857,0.22512,0.083898,0,0.063152,0.11949,0.13964,0.049712,0,0.056967,0.17322,0.10382,0.16536,0.071517,0.18315,0,0.25146,0.10033,0.046892,0,0.14616,0.22883,0,0.036303,0.075577,0.11584,0.20141,0,0.081131,0.028359,0,0.078279,0,0.056909,0.041136,0,0.024004,0.022154,0.059011,0.081133,0,0.12598,0.031875,0.12117,0.089467,0,0.062955,0.21884,0.10485,0.10025,0.94585,0.19974,0.18275,0,0,0,0,0,0,0,0,0.16112,0,0,0.13563,0,0.043731,0,0,0,0.16489,0.15042,0.090155,0.13617,0.047165,0.031422,0,0.028362,0,0.19965,0.19409,0,0.20514,0.11925,0,0,0,0.046922,0,0.20467,0.13081,0.028654,0.060786,0.17538,1,0.20065,0.96381,0.91873,0.87011,0.21587,0.2863,0.14067,0.16735,0.030214,0.15691,0.086391,0.028707,0.062408,0,0.23727,0,0.14386
"D607499",0.1418,0.12186,0.072429,0.062797,0.049247,0.060453,0.04636,0.036356,0.05434,0,0,0,0.0292,0,0,0,0.1171,0,0.073216,0.15346,0.12998,0.061259,0,0.092788,0,0,0,0,0,0,0,0,0,0,0.034824,0.028491,0.072656,0,0,0.10265,0.18854,0,0.032179,0.078532,0,0.037747,0.025121,0.15851,0,0.15311,0,0,0.10667,0.339,0,0,0,0,0.073293,0.085009,0,0,0,0.20076,0.090259,0,0.09883,0,0,0.029487,0,0,0,0,0.12979,0,0.055978,0.040134,0.08961,0.096697,0,0.037091,0,0,0.051311,0,0,0,0,0.037997,0,0,0.025818,0,0.12737,0,0.16732,0.061799,0,0.039767,0,0.06357,0.1086,0.20865,0.052811,0,0,0,0.052768,0,0,0,0,0,0.089012,0,0,0.19799,0,0,0,0,0,0.095827,0.1481,0,0,0,0,0,0,0,0.098323,0.13249,0,0,0,0,0,0,0,0,0.040663,0,0,0,0.075247,0.20065,1,0.19323,0.19445,0.18379,0,0.12812,0,0.080241,0,0.12097,0.034289,0,0.044112,0,0,0,0
"D607501",0.15048,0.12983,0.13753,0.11438,0.12757,0.12902,0.16335,0.14323,0.081015,0,0,0,0.11486,0,0.068167,0.067272,0.14999,0,0,0.090925,0.076506,0.10168,0,0.13606,0,0,0.21154,0.145,0,0,0,0,0,0,0.13657,0.11175,0.091642,0.086655,0,0.091176,0.06356,0.042998,0.093165,0.13327,0,0.097464,0.13116,0.061,0,0.77407,0.091489,0.063005,0.091419,0.23599,0.23287,0.087296,0,0.065112,0.12339,0.14422,0.051261,0,0.058699,0.17474,0.10727,0.17146,0.073532,0.18842,0,0.26232,0.10452,0.048317,0,0.15128,0.21524,0,0.037154,0.077774,0.10143,0.18518,0,0.083642,0.029253,0,0.079625,0,0.058696,0.042418,0,0.024721,0.022844,0.061478,0.083652,0,0.12974,0.03288,0.12537,0.078162,0,0.064729,0.18496,0.10788,0.12339,0.9466,0.20645,0.18886,0,0,0,0,0,0,0,0,0.16635,0,0,0.13946,0,0.045092,0,0,0,0.17003,0.15457,0.093912,0.14031,0.049385,0.032401,0,0.029245,0,0.15159,0.16992,0,0.16623,0.12287,0,0,0,0.04842,0,0.21173,0.13582,0.029546,0.063657,0.15712,0.96381,0.19323,1,0.89048,0.84492,0.22248,0.247,0.14494,0.15378,0.031065,0.14073,0.089721,0.030058,0.06429,0,0.24454,0,0.14824
"D607508",0.15418,0.21357,0.16542,0.17102,0.13228,0.16205,0.18322,0.22402,0.095917,0,0,0.022608,0.14867,0.044684,0.12206,0.069796,0.15406,0.084018,0.11251,0.14069,0.13847,0.13083,0,0.13995,0,0.053292,0.33134,0.19309,0.060851,0,0.10815,0,0,0.050235,0.1407,0.17366,0.14209,0.14397,0,0.12119,0.064942,0.089786,0.1499,0.18917,0.057601,0.15138,0.18665,0.10687,0,0.73308,0.08082,0.1636,0.16349,0.24252,0.23999,0.058524,0.06706,0.067541,0.12703,0.1485,0.053185,0,0.12248,0.22239,0.16609,0.17683,0.12196,0.20745,0.088961,0.26741,0.10733,0.084041,0,0.15574,0.23669,0,0.037969,0.10765,0.17533,0.21299,0.078498,0.10749,0.0765,0.057101,0.080347,0.10075,0.1225,0.08873,0,0.077404,0.047497,0.12686,0.13934,0,0.1574,0.068709,0.12809,0.13509,0.093884,0.10695,0.23145,0.15382,0.16094,0.93936,0.21276,0.19495,0.10606,0,0.079624,0,0.096514,0.053657,0,0.065464,0.23023,0,0.052502,0.14396,0,0.046783,0.068812,0.13916,0,0.20439,0.22355,0.096442,0.14558,0.10184,0.084675,0,0.09197,0,0.20859,0.20432,0,0.21649,0.25651,0,0,0,0.0502,0,0.21874,0.13987,0.12387,0.065026,0.2535,0.91873,0.19445,0.89048,1,0.86657,0.23077,0.30117,0.15039,0.13681,0,0.23199,0.092276,0.078671,0.044259,0,0.25365,0,0.15381
"D607516",0.14418,0.17443,0.17796,0.16066,0.12336,0.15326,0.17219,0.17459,0.066939,0,0,0,0.12526,0,0.065522,0.088518,0.14399,0,0,0.10987,0.11139,0.14834,0.073403,0.15056,0,0,0.31099,0.18084,0,0,0,0,0.053175,0.015544,0.15356,0.12565,0.10346,0.1012,0,0.13221,0.060958,0.041577,0.12143,0.16046,0,0.1061,0.17662,0.10113,0,0.67654,0.11428,0.060042,0.13152,0.22667,0.25652,0.054589,0.042633,0.095029,0.13353,0.15735,0.049578,0,0.056786,0.19484,0.12044,0.23277,0.07087,0.16356,0,0.2765,0.10009,0.06264,0,0.14538,0.26396,0,0.035637,0.075331,0.16371,0.19927,0,0.1009,0.072003,0,0.075849,0,0.056755,0.041025,0,0.023878,0.022093,0.078651,0.11435,0,0.1478,0.048011,0.11987,0.11391,0,0.10059,0.25292,0.13092,0.11676,0.88643,0.22385,0.23416,0,0,0,0,0.061384,0.050869,0,0,0.19668,0,0,0.18049,0,0.088121,0.04361,0,0,0.22453,0.14901,0.089939,0.13573,0.047063,0.0475,0,0.028285,0,0.19584,0.19142,0,0.20268,0.11887,0,0,0,0.046797,0,0.204,0.13044,0.028575,0.060654,0.19412,0.87011,0.18379,0.84492,0.86657,1,0.21517,0.28222,0.14022,0.17927,0,0.1735,0.086085,0.028644,0.041257,0,0.2365,0,0.14341
"D607554",0.041997,0.10889,0.094734,0.14337,0.13602,0.042411,0.21045,0.12748,0.081643,0,0,0.030937,0.12198,0.020123,0.094329,0.095766,0.10523,0,0,0.09556,0.053632,0.071237,0,0.081791,0,0,0.2242,0.15369,0.027519,0.060218,0.048858,0.047848,0.035456,0.022706,0.064231,0.052546,0.085659,0.098116,0,0.063469,0,0.081642,0.22646,0.14072,0,0.15647,0.11597,0.041039,0,0.21607,0.15105,0.044184,0.031725,0.18865,0.046611,0.040163,0.030309,0,0.086902,0.12686,0.073017,0.032567,0.11144,0.059939,0.099857,0.1457,0.082765,0.15272,0,0.19047,0.09824,0.068795,0,0.035535,0.13659,0,0.025348,0,0.092952,0.17411,0,0.11873,0.041749,0,0,0.04643,0.17584,0.060421,0.032997,0,0,0.05765,0.071407,0.031327,0.098793,0.023375,0.042682,0.072985,0.042378,0.091069,0.15681,0.076225,0.12517,0.24673,0.072399,0.11859,0,0,0,0.048632,0,0,0,0,0.32481,0,0,0.1638,0,0,0,0,0,0.042705,0.13015,0.088267,0.19977,0.06927,0.023067,0,0,0,0.12279,0.11915,0,0.17597,0.17495,0.051236,0.049113,0,0.068918,0.051458,0.22522,0.14397,0.042073,0.044118,0.12105,0.21587,0,0.22248,0.23077,0.21517,1,0.17165,0.20637,0.069575,0,0.1074,0.063246,0.04216,0.19441,0,0.90778,0,0.21106
"D607682",0.18491,0.15965,0.3015,0.16473,0.19698,0,0.13744,0.18074,0.053936,0,0,0,0.088212,0,0.076742,0,0.23023,0,0,0.071098,0.059788,0.098134,0,0.17948,0,0,0.63123,0.49231,0,0,0,0,0,0,0.10461,0.085583,0.19732,0.10644,0,0.11695,0.0978,0.022123,0.071905,0.15399,0,0.15817,0.075461,0,0,0.20305,0.040078,0.095827,0.13987,0.31046,0.10108,0.087124,0,0,0.14253,0.16669,0,0,0.090658,0.088081,0.16465,0.21066,0.068493,0.094551,0,0.14762,0.15976,0.074625,0,0.077068,0.19786,0,0.057171,0,0.23584,0.28401,0,0.063339,0.022574,0,0,0,0.030198,0,0,0.038147,0,0.062724,0.051719,0,0.090251,0.025336,0.19183,0.16916,0,0.060334,0.42336,0.10445,0.052944,0.27137,0.078508,0.12877,0,0,0,0,0,0,0,0,0.17096,0,0,0.17929,0,0,0,0,0,0.094875,0.23836,0.14355,0.2167,0.075112,0,0,0,0,0.31524,0.36775,0,0.4519,0.18977,0,0,0,0.074702,0,0.20359,0.20822,0,0.096804,0.30698,0.2863,0.12812,0.247,0.30117,0.28222,0.17165,1,0.22386,0.21746,0,0.27449,0.10301,0.045717,0,0,0.18865,0,0.22894
"D607688",0.054773,0.047327,0.12355,0.2134,0.43048,0,0.081217,0.13144,0.021246,0,0,0,0.079541,0,0.092267,0,0.3457,0,0,0,0,0.069746,0,0.35821,0,0,0.2924,0.20044,0,0,0,0,0,0,0.041885,0.034265,0.11183,0.1281,0,0.15116,0,0.053352,0.086452,0.22195,0,0.066896,0.030213,0,0,0.12061,0.0241,0.057625,0.041375,0.37076,0.06079,0.052381,0,0,0.31892,0.3672,0,0,0.109,0.026055,0.23064,0.19002,0.026978,0.085257,0,0.33015,0.19395,0.089722,0,0.046345,0.076339,0,0,0,0.12136,0.11333,0,0.076232,0.027161,0,0,0,0.036335,0,0,0,0,0.037597,0.031043,0,0.064471,0.030485,0.055666,0.07139,0,0.023733,0.20451,0.07456,0.031837,0.16076,0.047211,0.16348,0,0,0,0,0,0,0,0,0.10182,0,0,0.12791,0,0,0,0,0,0.027861,0.22664,0.17339,0.9976,0.045174,0,0,0,0,0.16014,0.20664,0,0.2295,0.30461,0,0,0,0.089883,0,0.19596,0.75516,0,0.05754,0.15806,0.14067,0,0.14494,0.15039,0.14022,0.20637,0.22386,1,0.12114,0,0.14023,0.082663,0.027492,0,0,0.22682,0,0.36836
"D607822",0.17861,0.13206,0.17578,0.38173,0.41813,0.077056,0.11689,0.17965,0.080514,0,0,0.029027,0.11721,0.074959,0.062517,0.065048,0.42509,0,0,0.043993,0.060473,0.20137,0.029815,0.51578,0.019386,0.016338,0.24119,0.15104,0.025789,0,0,0.084533,0.031396,0.051539,0.084775,0.092588,0.22075,0.15393,0.024879,0.29637,0.17485,0.055003,0.098918,0.22107,0.036757,0.13795,0.12879,0.06334,0.044779,0.15711,0.074344,0.12029,0.18484,0.19114,0.082001,0.10702,0.026661,0,0.41276,0.42491,0,0.01442,0.049026,0.088181,0.32026,0.26209,0.1019,0.087895,0.021054,0.22017,0.086807,0.070773,0,0.046963,0.2888,0,0.10381,0.032348,0.21723,0.19617,0.048289,0.1236,0.054963,0,0,0,0.061292,0,0,0.030866,0.014299,0.12878,0.095505,0,0.17048,0.051647,0.16379,0.18232,0.018857,0.064217,0.18352,0.15342,0.11896,0.12745,0.04778,0.19332,0.020983,0,0,0,0.038429,0.042585,0,0,0.13606,0,0.031481,0.14567,0,0.028226,0.057047,0,0,0.19014,0.34701,0.097263,0.11927,0.045807,0.041097,0,0.036623,0.028228,0.12432,0.56894,0.031823,0.17229,0.27255,0,0,0.017493,0.03029,0,0.524,0.12708,0,0.039288,0.14554,0.16735,0.080241,0.15378,0.13681,0.17927,0.069575,0.21746,0.12114,1,0.05775,0.17575,0.097621,0.087753,0.043488,0,0.076468,0,0.338
"D607850",0.035373,0,0,0.044611,0.037538,0.053028,0.14813,0.042059,0.12979,0,0,0.051544,0.084601,0.050174,0.083344,0,0,0,0,0.092,0.13952,0.09174,0.23782,0.022592,0,0,0,0.085505,0.022769,0,0,0.039655,0.20021,0.018787,0.053181,0.11351,0.071116,0.040623,0.77658,0.086803,0.10764,0.067819,0.097454,0.038926,0.084915,0.19851,0.077025,0.07226,0.084491,0.051795,0.14602,0.073286,0.052564,0,0,0.56953,0.152,0.077093,0.09446,0.042037,0,0,0.074962,0.066706,0.089751,0,0.034666,0.18609,0.066996,0.16397,0,0.14177,0,0,0.08904,0,0.11943,0.091405,0.057832,0,0,0.07589,0.20197,0,0,0,0.13962,0.08148,0.055197,0,0,0.09576,0.079055,0,0.11287,0.077738,0.035399,0.07604,0.035541,0.17641,0,0.04753,0.12158,0,0,0,0.039505,0.18271,0,0,0,0.060306,0,0,0.070276,0,0,0.02719,0,0,0.025677,0,0,0.22118,0.15478,0.11087,0,0.1007,0.019152,0,0.034523,0.27506,0,0.032377,0,0,0,0,0,0,0,0,0.031069,0.13428,0,0,0,0.030214,0,0.031065,0,0,0,0,0,0.05775,1,0,0.078759,0.12266,0.025259,0,0,0,0
"D608049",0.15228,0.24913,0.25461,0.27271,0.11611,0.1228,0.12445,0.24324,0.094509,0.074904,0.089336,0.14213,0.25944,0.17089,0.22956,0.14102,0.17979,0.17887,0.13891,0.16926,0.14876,0.20859,0.018835,0.1549,0.022456,0.079912,0.29473,0.18699,0.12139,0.030648,0.10886,0.048838,0.036139,0.12196,0.17223,0.18647,0.34063,0.19833,0,0.28579,0.1448,0.21891,0.13198,0.26266,0.11478,0.15618,0.2023,0.24077,0.20401,0.13216,0.079846,0.12229,0.22462,0.26859,0.18055,0.041008,0.096445,0.047643,0.15002,0.11699,0.055777,0.082948,0.16267,0.18956,0.34501,0.23823,0.14837,0.1541,0.18607,0.15373,0.075134,0.16139,0,0.090568,0.20402,0,0.0824,0.10034,0.6204,0.16333,0.21738,0.2102,0.14033,0.086057,0,0.1019,0.096239,0.082626,0.033711,0.060239,0.27602,0.17351,0.1598,0.079904,0.23039,0.10718,0.14905,0.18252,0.094456,0.16894,0.39078,0.29233,0.17712,0.15474,0.19512,0.33648,0.17304,0.061646,0.16947,0.1998,0.10626,0.097257,0.070164,0.09801,0.26049,0.057452,0.11551,0.18404,0.070358,0.18224,0.076953,0.1703,0.069834,0.19774,0.2317,0.067511,0.13808,0.17123,0.15727,0.069834,0.071053,0.032375,0.15243,0.23264,0,0.21397,0.21899,0.026076,0.024996,0.084776,0.035092,0.026189,0.13495,0.12237,0.12616,0.090453,0.76979,0.15691,0.12097,0.14073,0.23199,0.1735,0.1074,0.27449,0.14023,0.17575,0,1,0.11385,0.14286,0.061563,0,0.088538,0.1081,0.14364
"D608088",0.26121,0.10883,0.076352,0.14145,0.13906,0.0636,0.087663,0.12117,0.13913,0.13973,0,0.037149,0.097703,0.072424,0.070783,0.057422,0.12634,0,0,0.095516,0.096745,0.20463,0.043513,0.21858,0.026392,0,0.089557,0.092136,0.066042,0.036102,0.029291,0.05738,0.08576,0.040842,0.096308,0.16113,0.10278,0.13743,0.070374,0.22563,0.077045,0.11021,0.066276,0.18974,0.047624,0.12544,0.083389,0.087014,0.030498,0.092568,0.11185,0.10609,0.095989,0.16975,0.15702,0.14518,0.07309,0.02771,0.15905,0.18591,0.02189,0.058575,0.050147,0.14497,0.14992,0.058145,0.099814,0.10509,0.024162,0.21402,0.1178,0.11049,0,0.10711,0.21342,0.072535,0.091714,0.065891,0.12594,0.086902,0.021315,0.11388,0.075178,0.023147,0.055621,0.027835,0.083558,0.036272,0.039603,0.021009,0.019506,0.20798,0.10109,0.018781,0.17785,0.056141,0.30736,0.1001,0.051124,0.14208,0.062916,0.057156,0.10355,0.098685,0.086887,0.14629,0,0.10921,0.043164,0.029155,0.026178,0.072556,0.082845,0.053147,0.12587,0,0.021173,0.058795,0.082957,0,0.055794,0.072938,0.08265,0.10298,0.15636,0.10605,0.08279,0.14639,0.085405,0.08265,0.08398,0.078467,0.049327,0.14094,0.056861,0.14134,0.069959,0.092166,0.088345,0,0.04132,0.092763,0.15775,0.18107,0.075825,0.16209,0.21443,0.086391,0.034289,0.089721,0.092276,0.086085,0.063246,0.10301,0.082663,0.097621,0.078759,0.11385,1,0.12646,0.054234,0.056771,0.034757,0,0.084794
"D608232",0.067436,0.11878,0.1073,0.30372,0.03621,0.30394,0.17792,0.061484,0.18723,0.12156,0.17094,0.12167,0.28142,0.22375,0.23637,0.13115,0.04202,0.078523,0.062929,0.18395,0.12026,0.24984,0.056842,0.043598,0.039875,0.32326,0.059696,0.040928,0.17344,0.072265,0.11911,0.076554,0.085146,0.20579,0.089854,0.21828,0.20846,0.19836,0.13816,0.19702,0.10706,0.33511,0.17742,0.10716,0.4131,0.266,0.153,0.24762,0.13604,0.10155,0.13564,0.14382,0.07723,0.056535,0.037252,0.14591,0.12242,0.018441,0.078621,0.052886,0.13539,0.1339,0.20832,0.25949,0.21102,0.038758,0.10358,0.23175,0.15407,0.10987,0.078534,0.34908,0,0.13184,0.11376,0.12162,0.10676,0.16625,0.13403,0.088883,0.18677,0.24304,0.22909,0.31278,0.055749,0.1114,0.17055,0.38489,0.026376,0.19011,0.2847,0.22874,0.31231,0.05331,0.22322,0.23476,0.051188,0.18078,0.13927,0.35116,0.041938,0.15182,0.2413,0.032839,0.043401,0.059296,0.09749,0.04847,0.087795,0.083868,0.11088,0.27104,0.055232,0.18823,0.13967,0.050848,0.39994,0.095764,0.055307,0,0.20594,0.12652,0.055103,0.17744,0.19841,0.092908,0.02663,0.38852,0.18458,0.055103,0.17701,0.11536,0.016305,0.046862,0.11459,0.14146,0.095464,0.061434,0.058897,0.055816,0.027543,0.061834,0.060016,0.077165,0.10267,0.14344,0.1422,0.028707,0,0.030058,0.078671,0.028644,0.04216,0.045717,0.027492,0.087753,0.12266,0.14286,0.12646,1,0.036156,0.1143,0.023168,0,0.028113
